section,category,entity,sub_entity,attribute,description,impact,aava1_ref,aava2_ref
deduction,missing_metadata,agent,Hive to Delta Conversion Tester,expectedOutput,Expected output specification removed completely,Loss of validation enforcement and governance clarity,task.expectedOutput,
deduction,missing_metadata,agent,Hive to Delta Recon Tester,expectedOutput,Expected output specification removed completely,Loss of validation enforcement and governance clarity,task.expectedOutput,
deduction,missing_metadata,agent,Hive to Delta Reviewer,expectedOutput,Expected output specification removed completely,Loss of validation enforcement and governance clarity,task.expectedOutput,
deduction,governance_issue,workflow,,expectedOutput,Removal of expectedOutput specifications weakens validation controls,Reduced auditability and enforcement capability,,
deduction,governance_issue,workflow,,task_structure,Flattening of task structure reduces metadata granularity,Potential impact on task parsing and validation systems,,
deduction,constraint_change,workflow,,workflow_id,Workflow ID changed from 1082 to 3861,Requires identifier mapping in dependent systems,1082,3861
deduction,risk,workflow,,migration,Complete structural reorganization requires coordinated migration across all systems,High operational risk and potential downtime,,
deduction,risk,agent,All Agents,model_upgrade,Model upgrade from gpt-4o to gpt-4.1 may introduce behavioral changes,Execution variance risk requiring validation,,
deduction,risk,workflow,,breaking_changes,Multiple breaking structural changes require comprehensive testing,High integration failure risk,,
deduction,risk,workflow,,governance,Loss of expectedOutput reduces validation enforcement capability,Compliance and audit risk,,
deduction,general_finding,workflow,,semantic_preservation,Core agent functionality and instructions preserved identically,Strong semantic continuity maintained,,
deduction,general_finding,workflow,,agent_count,All five agents preserved with enhanced identification,Complete agent inventory maintained,,
deduction,general_finding,workflow,,model_consistency,Consistent model upgrade across all agents to gpt-4.1,Uniform platform evolution,,
deduction,general_finding,workflow,,structural_modernization,Improved structure with nested containers and unique agent IDs,Enhanced metadata organization,,
