section,category,entity,sub_entity,attribute,description,impact,aava1_ref,aava2_ref
deduction,missing_metadata,agent,DI_AbInitio_To_PySpark_Conversion_Tester,expectedOutput,Expected output specification completely removed,Loss of validation enforcement
deduction,missing_metadata,agent,DI_AbInitio_To_PySpark_Recon_Tester,expectedOutput,Expected output specification completely removed,Loss of validation enforcement
deduction,missing_metadata,agent,DI_AbInitio_To_PySpark_Reviewer,expectedOutput,Expected output specification completely removed,Loss of validation enforcement
deduction,type_change,agent,DI_AbInitio_To_PySpark_Converter,model,Model upgraded from anthropic.claude-4-sonnet to gpt-4.1,Potential behavior variance,anthropic.claude-4-sonnet,gpt-4.1
deduction,type_change,agent,DI_AbInitio_To_PySpark_Unit_Tester,model,Model upgraded from gpt-4 to gpt-4.1,Potential behavior variance,gpt-4,gpt-4.1
deduction,type_change,agent,DI_AbInitio_To_PySpark_Conversion_Tester,model,Model upgraded from gpt-4 to gpt-4.1,Potential behavior variance,gpt-4,gpt-4.1
deduction,type_change,agent,DI_AbInitio_To_PySpark_Recon_Tester,model,Model upgraded from gpt-4 to gpt-4.1,Potential behavior variance,gpt-4,gpt-4.1
deduction,type_change,agent,DI_AbInitio_To_PySpark_Reviewer,model,Model upgraded from gemini-2.5-pro to gpt-4.1,Significant behavior variance,gemini-2.5-pro,gpt-4.1
deduction,field_change,agent,DI_AbInitio_To_PySpark_Converter,tools,FileWriterTool reference removed from tools array,Reduced automation capability,FileWriterTool,
deduction,constraint_change,agent,DI_AbInitio_To_PySpark_Converter,tools,Tools array converted to empty toolReferences array,Loss of tool specification
deduction,agent_drift,agent,DI_AbInitio_To_PySpark_Converter,prompt,Task description flattened into description field with loss of structure,Reduced constraint clarity
deduction,agent_drift,agent,DI_AbInitio_To_PySpark_Unit_Tester,prompt,Task description flattened into description field with loss of structure,Reduced constraint clarity
deduction,agent_drift,agent,DI_AbInitio_To_PySpark_Conversion_Tester,prompt,Task description flattened into description field with loss of structure,Reduced constraint clarity
deduction,agent_drift,agent,DI_AbInitio_To_PySpark_Recon_Tester,prompt,Task description flattened into description field with loss of structure,Reduced constraint clarity
deduction,agent_drift,agent,DI_AbInitio_To_PySpark_Reviewer,prompt,Task description flattened into description field with loss of structure,Reduced constraint clarity
deduction,governance_issue,workflow,,constraints,Removal of expectedOutput specifications weakens governance controls,Reduced auditability
deduction,governance_issue,workflow,,validation,Loss of task structure reduces validation enforceability,Compliance risk
deduction,governance_issue,workflow,,traceability,Flattened prompt structure reduces traceability of requirements,Audit trail degradation
deduction,risk,workflow,,migration,Complete structural reorganization requires coordinated migration,High operational risk
deduction,risk,agent,DI_AbInitio_To_PySpark_Converter,tools,Tool reference removal may reduce automation capability,Execution failure risk
deduction,risk,workflow,,compatibility,Breaking changes in field names and structure,Backward compatibility failure
deduction,risk,workflow,,orchestration,Agent container restructuring affects orchestration logic,Integration failure risk
deduction,ambiguity,agent,DI_AbInitio_To_PySpark_Converter,agentId,New agentId field introduces identifier ambiguity,Identity management complexity
deduction,ambiguity,workflow,,versioning,Workflow ID change from 2727 to 1896 without clear versioning strategy,Version tracking confusion
deduction,general_finding,workflow,,semantic_preservation,Core agent semantics and prompt logic preserved across all agents,Positive migration aspect
deduction,general_finding,workflow,,model_standardization,All agents standardized to gpt-4.1 model deployment,Consistency improvement
deduction,general_finding,workflow,,structural_modernization,Nested container structure represents architectural modernization,Long-term maintainability gain
