section,category,entity,sub_entity,attribute,description,impact,aava1_ref,aava2_ref
deduction,field_change,agent,Hive_to_BigQuery_Recon_Tester,agentName,agentName field replaced with name field,Breaking field change,agentName,name
deduction,field_change,agent,Hive_to_BigQuery_Recon_Tester,model,model field replaced with modelDeploymentName,Breaking field change,model,modelDeploymentName
deduction,field_change,agent,Hive_to_BigQuery_Recon_Tester,tools,tools field replaced with toolReferences,Breaking field change,tools,toolReferences
deduction,type_change,agent,Hive_to_BigQuery_Recon_Tester,model,Model upgraded from gpt-4o to gpt-4.1,Potential behavior variance,gpt-4o,gpt-4.1
deduction,missing_metadata,agent,Hive_to_BigQuery_Recon_Tester,task,Task container structure completely removed,Loss of structured metadata,,
deduction,missing_metadata,agent,Hive_to_BigQuery_Recon_Tester,expectedOutput,Expected output specification removed,Loss of validation enforcement,,
deduction,constraint_change,agent,Hive_to_BigQuery_Recon_Tester,description,Task description flattened from nested structure to direct field,Reduced constraint clarity,,
deduction,field_change,agent,Hive_to_BigQuery_Reviewer,agentName,agentName field replaced with name field,Breaking field change,agentName,name
deduction,field_change,agent,Hive_to_BigQuery_Reviewer,model,model field replaced with modelDeploymentName,Breaking field change,model,modelDeploymentName
deduction,field_change,agent,Hive_to_BigQuery_Reviewer,tools,tools field replaced with toolReferences,Breaking field change,tools,toolReferences
deduction,type_change,agent,Hive_to_BigQuery_Reviewer,model,Model upgraded from gpt-4o to gpt-4.1,Potential behavior variance,gpt-4o,gpt-4.1
deduction,missing_metadata,agent,Hive_to_BigQuery_Reviewer,task,Task container structure completely removed,Loss of structured metadata,,
deduction,missing_metadata,agent,Hive_to_BigQuery_Reviewer,expectedOutput,Expected output specification removed,Loss of validation enforcement,,
deduction,constraint_change,agent,Hive_to_BigQuery_Reviewer,description,Task description flattened from nested structure to direct field,Reduced constraint clarity,,
deduction,governance_issue,workflow,,validation,Removal of expectedOutput weakens validation controls across all agents,Reduced auditability,,
deduction,governance_issue,workflow,,traceability,Loss of structured task metadata reduces execution traceability,Governance degradation,,
deduction,governance_issue,workflow,,enforcement,Flattened description structure reduces constraint enforceability,Validation weakness,,
deduction,risk,workflow,,migration,Complete structural reorganization requires coordinated migration across all systems,High operational risk,,
deduction,risk,workflow,,compatibility,Breaking changes in all field names impact backward compatibility,Integration failure risk,,
deduction,risk,agent,All_Agents,model,Model version upgrades may introduce behavioral differences,Execution variance risk,gpt-4o,gpt-4.1
deduction,risk,agent,All_Agents,tooling,Tool reference structure changes may impact automation capabilities,Execution failure risk,,
deduction,ambiguity,workflow,,agentId,Introduction of agentId field without clear mapping to original agents,Identification confusion,,
deduction,general_finding,workflow,,consistency,All agents follow consistent naming and structural patterns in AAVA 2.0,Improved standardization,,
deduction,general_finding,workflow,,semantics,Core agent functionality and instructions preserved identically,High semantic fidelity,,
deduction,general_finding,workflow,,modernization,Model upgrades and structural improvements indicate platform evolution,Technology advancement,,
