section,category,entity,sub_entity,attribute,description,impact,aava1_ref,aava2_ref
deduction,agent_renamed,agent,SNOWFLAKE_TO_BIGQUERY_RECON_TESTER,agentName,Agent name field renamed from agentName to name,Low risk field rename,agentName,name
deduction,agent_drift,agent,SNOWFLAKE_TO_BIGQUERY_RECON_TESTER,agentId,New agentId field 5875 introduced for agent identification,Enhanced agent tracking,,agentId
deduction,field_change,agent,SNOWFLAKE_TO_BIGQUERY_RECON_TESTER,model,Model field renamed to modelDeploymentName,Field rename with semantic preservation,model,modelDeploymentName
deduction,type_change,agent,SNOWFLAKE_TO_BIGQUERY_RECON_TESTER,model,Model upgraded from gpt-4o to gpt-4.1,Potential behavior variance,gpt-4o,gpt-4.1
deduction,field_change,agent,SNOWFLAKE_TO_BIGQUERY_RECON_TESTER,tools,tools array renamed to toolReferences,Low risk field rename,tools,toolReferences
deduction,missing_metadata,agent,SNOWFLAKE_TO_BIGQUERY_RECON_TESTER,task,task container structure flattened into description field,Loss of structured task definition,task,description
deduction,missing_metadata,agent,SNOWFLAKE_TO_BIGQUERY_RECON_TESTER,expectedOutput,expectedOutput specification completely removed,Loss of validation enforcement,expectedOutput,
deduction,governance_issue,agent,SNOWFLAKE_TO_BIGQUERY_RECON_TESTER,expectedOutput,Removal of expectedOutput weakens governance controls,Reduced auditability,expectedOutput,
deduction,agent_renamed,agent,SNOWFLAKE_TO_BIGQUERY_REVIEWER,agentName,Agent name field renamed from agentName to name,Low risk field rename,agentName,name
deduction,agent_drift,agent,SNOWFLAKE_TO_BIGQUERY_REVIEWER,agentId,New agentId field 5315 introduced for agent identification,Enhanced agent tracking,,agentId
deduction,field_change,agent,SNOWFLAKE_TO_BIGQUERY_REVIEWER,model,Model field renamed to modelDeploymentName,Field rename with semantic preservation,model,modelDeploymentName
deduction,type_change,agent,SNOWFLAKE_TO_BIGQUERY_REVIEWER,model,Model upgraded from gpt-4o to gpt-4.1,Potential behavior variance,gpt-4o,gpt-4.1
deduction,field_change,agent,SNOWFLAKE_TO_BIGQUERY_REVIEWER,tools,tools array renamed to toolReferences,Low risk field rename,tools,toolReferences
deduction,missing_metadata,agent,SNOWFLAKE_TO_BIGQUERY_REVIEWER,task,task container structure flattened into description field,Loss of structured task definition,task,description
deduction,missing_metadata,agent,SNOWFLAKE_TO_BIGQUERY_REVIEWER,expectedOutput,expectedOutput specification completely removed,Loss of validation enforcement,expectedOutput,
deduction,governance_issue,agent,SNOWFLAKE_TO_BIGQUERY_REVIEWER,expectedOutput,Removal of expectedOutput weakens governance controls,Reduced auditability,expectedOutput,
deduction,risk,workflow,,migration,Complete structural reorganization requires coordinated migration effort,High operational risk,
deduction,risk,workflow,,compatibility,Breaking changes in workflow container structure,Downstream integration failure risk,
deduction,risk,agent,,model,Model version upgrades across all agents may introduce behavior variance,Execution consistency risk,gpt-4o,gpt-4.1
deduction,risk,agent,,validation,Loss of expectedOutput specifications reduces validation capability,Quality assurance degradation,expectedOutput,
deduction,risk,workflow,,governance,Removal of structured task definitions weakens governance framework,Compliance and audit risk,task,description
deduction,general_finding,workflow,,evolution,AAVA 2.0 represents a significant architectural evolution with enhanced agent identification,Modernization benefit with migration cost,
deduction,general_finding,workflow,,preservation,Core agent functionality and descriptions remain fully preserved,Semantic continuity maintained,
deduction,general_finding,workflow,,enhancement,Introduction of agentId fields provides better agent tracking and identification,Improved system observability,
