section,category,entity,sub_entity,attribute,description,impact,aava1_ref,aava2_ref
deduction,field_change,agent,SqlServer_to_DBT_Reconciliation,model,model field replaced with modelDeploymentName field,Requires field mapping,model,modelDeploymentName
deduction,field_change,agent,SqlServer_to_DBT_Reconciliation,tools,tools field replaced with toolReferences field,Requires field mapping,tools,toolReferences
deduction,field_change,agent,SqlServer_to_DBT_Reconciliation,task,task container structure flattened into description field,Structural simplification,task,description
deduction,missing_metadata,agent,SqlServer_to_DBT_Reconciliation,expectedOutput,expectedOutput specification removed from task structure,Loss of validation enforcement,,
deduction,missing_metadata,agent,SqlServer_to_DBT_Reconciliation,agentId,agentId field added in AAVA 2.0 for unique identification,Enhanced identification capability,,agentId
deduction,type_change,agent,SqlServer_to_DBT_Reconciliation,model,Model upgraded from gpt-4o to gpt-4.1,Potential behavior variance,gpt-4o,gpt-4.1
deduction,field_change,agent,SQL Server to DBT Reviewer,agentName,agentName field replaced with name field,Requires field mapping,agentName,name
deduction,field_change,agent,SQL Server to DBT Reviewer,model,model field replaced with modelDeploymentName field,Requires field mapping,model,modelDeploymentName
deduction,field_change,agent,SQL Server to DBT Reviewer,tools,tools field replaced with toolReferences field,Requires field mapping,tools,toolReferences
deduction,field_change,agent,SQL Server to DBT Reviewer,task,task container structure flattened into description field,Structural simplification,task,description
deduction,missing_metadata,agent,SQL Server to DBT Reviewer,expectedOutput,expectedOutput specification removed from task structure,Loss of validation enforcement,,
deduction,missing_metadata,agent,SQL Server to DBT Reviewer,agentId,agentId field added in AAVA 2.0 for unique identification,Enhanced identification capability,,agentId
deduction,type_change,agent,SQL Server to DBT Reviewer,model,Model upgraded from gpt-4o to gpt-4.1,Potential behavior variance,gpt-4o,gpt-4.1
deduction,governance_issue,workflow,,expectedOutput,Removal of expectedOutput from all agents weakens validation controls,Reduced auditability and enforcement,,
deduction,governance_issue,workflow,,task_structure,Flattening of task structure reduces metadata granularity,Loss of structured validation,,
deduction,risk,workflow,,migration,Complete structural reorganization requires coordinated migration effort,High operational risk,,
deduction,risk,agent,all_agents,model_upgrade,Model upgrade from gpt-4o to gpt-4.1 may introduce behavioral changes,Execution variance risk,gpt-4o,gpt-4.1
deduction,risk,workflow,,orchestration,Agent container restructuring impacts dependent orchestration systems,Integration failure risk,nodes,workflowAgents
deduction,general_finding,workflow,,compatibility,AAVA 2.0 maintains semantic equivalence while introducing structural breaking changes,Requires careful migration planning,,
deduction,general_finding,workflow,,enhancement,Addition of agentId fields improves agent identification and tracking,Positive governance improvement,,agentId
deduction,general_finding,workflow,,simplification,Task structure simplification may improve usability but reduces validation granularity,Mixed impact assessment,,
