section,category,entity,sub_entity,attribute,description,impact,aava1_ref,aava2_ref
deduction,field_change,agent,DI SSIS to PySpark Conversion Tester,model,Model upgraded from gpt-4 to gpt-4.1,Potential behavior variance,gpt-4,gpt-4.1
deduction,field_change,agent,DI SSIS To PySpark Recon Tester,agentName,agentName field renamed to name,Low risk rename,agentName,name
deduction,field_change,agent,DI SSIS To PySpark Recon Tester,model,model field renamed to modelDeploymentName,Low risk rename,model,modelDeploymentName
deduction,field_change,agent,DI SSIS To PySpark Recon Tester,tools,tools field renamed to toolReferences,Low risk rename,tools,toolReferences
deduction,field_change,agent,DI SSIS To PySpark Recon Tester,task,task container removed and flattened into description,Structural simplification,task,description
deduction,missing_metadata,agent,DI SSIS To PySpark Recon Tester,expectedOutput,Expected output specification removed,Loss of validation enforcement,,
deduction,field_change,agent,DI SSIS To PySpark Recon Tester,model,Model upgraded from gpt-4 to gpt-4.1,Potential behavior variance,gpt-4,gpt-4.1
deduction,field_change,agent,DI SSIS To PySpark Reviewer,agentName,agentName field renamed to name,Low risk rename,agentName,name
deduction,field_change,agent,DI SSIS To PySpark Reviewer,model,model field renamed to modelDeploymentName,Low risk rename,model,modelDeploymentName
deduction,field_change,agent,DI SSIS To PySpark Reviewer,tools,tools field renamed to toolReferences,Low risk rename,tools,toolReferences
deduction,field_change,agent,DI SSIS To PySpark Reviewer,task,task container removed and flattened into description,Structural simplification,task,description
deduction,missing_metadata,agent,DI SSIS To PySpark Reviewer,expectedOutput,Expected output specification removed,Loss of validation enforcement,,
deduction,field_change,agent,DI SSIS To PySpark Reviewer,model,Model upgraded from gpt-4 to gpt-4.1,Potential behavior variance,gpt-4,gpt-4.1
deduction,governance_issue,DI_SSIS_to_PySpark_Conversion,,constraints,Removal of expectedOutput weakens governance controls across all agents,Reduced auditability,,
deduction,governance_issue,DI_SSIS_to_PySpark_Conversion,,validation,Loss of explicit output expectations reduces validation enforceability,Compliance risk,,
deduction,risk,DI_SSIS_to_PySpark_Conversion,,migration,Complete structural reorganization requires coordinated migration,High operational risk,,
deduction,risk,DI_SSIS_to_PySpark_Conversion,,compatibility,Breaking changes in workflow structure affect dependent systems,Integration failure risk,,
deduction,risk,agent,All Agents,model,Model version upgrade may introduce behavioral changes,Execution variance risk,gpt-4,gpt-4.1
deduction,general_finding,DI_SSIS_to_PySpark_Conversion,,evolution,AAVA 2.0 represents a significant architectural evolution with improved agent identification,Modernization benefit,,
deduction,general_finding,DI_SSIS_to_PySpark_Conversion,,consistency,All agents follow consistent naming and structural patterns in AAVA 2.0,Improved maintainability,,
deduction,general_finding,DI_SSIS_to_PySpark_Conversion,,semantics,Core agent functionality and descriptions preserved with high fidelity,Functional continuity,,
