section,category,entity,sub_entity,attribute,description,impact,aava1_ref,aava2_ref
deduction,field_change,agent,DI_Token_Size_Estimator_S3_IMS,maxExecutionTime,MaxExecutionTime maintained at 300,No change,,
deduction,missing_metadata,agent,DI_Token_Size_Estimator_S3_IMS,tools,Tools array removed,Loss of tool configuration,,
deduction,missing_metadata,agent,DI_Token_Size_Estimator_S3_IMS,userTools,UserTools array removed,Loss of custom tool definitions,,
deduction,field_change,agent,DI_Pagewise_TML_To_CSV_Converter_S3_IMS,id,Agent ID changed from 11253 to 16778,Reference update required,11253,16778
deduction,field_change,agent,DI_Pagewise_TML_To_CSV_Converter_S3_IMS,maxIter,MaxIter changed from 15 to 4000,Significant iteration increase,15,4000
deduction,field_change,agent,DI_Pagewise_TML_To_CSV_Converter_S3_IMS,maxExecutionTime,MaxExecutionTime changed from 400 to 300,Execution time reduction,400,300
deduction,field_change,agent,DI_ThoughtSpotSQL_To_Lvdashboard_Converter_S3_IMS,id,Agent ID changed from 11261 to 16856,Reference update required,11261,16856
deduction,field_change,agent,DI_ThoughtSpotSQL_To_Lvdashboard_Converter_S3_IMS,model,Model changed from anthropic.claude-4-sonnet to anthropic.claude-4-5-sonnet,Model upgrade,anthropic.claude-4-sonnet,anthropic.claude-4-5-sonnet
deduction,field_change,agent,DI_ThoughtSpotSQL_To_Lvdashboard_Converter_S3_IMS,temperature,Temperature changed from 0.3 to 0.8,Significant behavior change,0.3,0.8
deduction,field_change,agent,DI_ThoughtSpotSQL_To_Lvdashboard_Converter_S3_IMS,topP,TopP changed from 0.95 to 0.8,Parameter adjustment,0.95,0.8
deduction,field_change,agent,DI_ThoughtSpotSQL_To_Lvdashboard_Converter_S3_IMS,maxToken,MaxToken changed from 16000 to implied 800,Significant token reduction,16000,800
deduction,field_change,agent,DI_ThoughtSpotSQL_To_Lvdashboard_Converter_S3_IMS,maxIter,MaxIter changed from 50 to 2,Drastic iteration reduction,50,2
deduction,field_change,agent,DI_ThoughtSpotSQL_To_Lvdashboard_Converter_S3_IMS,maxExecutionTime,MaxExecutionTime changed from 5000 to 120,Significant time reduction,5000,120
deduction,field_change,agent,DI_PageWise_ThoughtSpotSQL_To_Individual_Lvdashboard_Creator_S3_IMS,id,Agent ID changed from 11566 to 16855,Reference update required,11566,16855
deduction,field_change,agent,DI_PageWise_ThoughtSpotSQL_To_Individual_Lvdashboard_Creator_S3_IMS,maxIter,MaxIter changed from 10 to 800,Significant iteration increase,10,800
deduction,field_change,agent,DI_Pagewise_Thoughspot_Json_Merger_S3_IMS,id,Agent ID changed from 11564 to 16758,Reference update required,11564,16758
deduction,field_change,agent,DI_Pagewise_Thoughspot_Json_Merger_S3_IMS,maxIter,MaxIter changed from 30 to 800,Significant iteration increase,30,800
deduction,field_change,agent,DI_Pagewise_Thoughspot_Json_Merger_S3_IMS,maxExecutionTime,MaxExecutionTime changed from 2000 to 300,Execution time reduction,2000,300
deduction,schema_evolution,workflow,,structure,Complete structural reorganization from pipeline to workFlowDetail,High operational risk,,
deduction,governance_issue,workflow,,constraints,Removal of expectedOutput weakens governance controls,Reduced auditability,,
deduction,governance_issue,workflow,,validation,Loss of task structure reduces validation enforceability,Governance degradation,,
deduction,risk,workflow,,migration,Complete structural reorganization requires coordinated migration,High operational risk,,
deduction,risk,agent,All,tools,Tool reference structure changes may reduce automation capability,Execution failure risk,,
deduction,risk,agent,DI_ThoughtSpotSQL_To_Lvdashboard_Converter_S3_IMS,performance,Drastic reduction in maxIter and execution time may cause failures,High execution risk,50 iter/5000s,2 iter/120s
deduction,ambiguity,workflow,,naming,Inconsistent naming patterns between versions,Integration complexity,,
deduction,general_finding,workflow,,evolution,AAVA 2.0 represents significant architectural evolution,Requires comprehensive planning,,
