section,category,entity,sub_entity,attribute,description,impact,aava1_ref,aava2_ref
deduction,field_change,agent,DI_Token_Size_Estimator_S3_IMS,maxExecutionTime,MaxExecutionTime moved to agentDetails.maxExecutionTime,Configuration reorganization,agent.maxExecutionTime,agentDetails.maxExecutionTime
deduction,field_change,agent,DI_Token_Size_Estimator_S3_IMS,tools,Tools field renamed to toolReferences in agentDetails,Low risk rename,agent.tools,agentDetails.toolReferences
deduction,missing_metadata,agent,DI_Token_Size_Estimator_S3_IMS,userTools,UserTools field removed in AAVA 2.0,Loss of custom tool definitions,,
deduction,field_change,agent,DI_Token_Size_Estimator_S3_IMS,allowCodeExecution,AllowCodeExecution moved to agentDetails.allowCodeExecution,Configuration reorganization,agent.allowCodeExecution,agentDetails.allowCodeExecution
deduction,field_change,agent,DI_Token_Size_Estimator_S3_IMS,isSafeCodeExecution,IsSafeCodeExecution moved to agentDetails.isSafeCodeExecution,Configuration reorganization,agent.isSafeCodeExecution,agentDetails.isSafeCodeExecution
deduction,governance_issue,workflow,,constraints,Removal of expectedOutput weakens governance controls,Reduced auditability,,
deduction,governance_issue,workflow,,validation,Loss of userTools definitions reduces custom validation capability,Reduced extensibility,,
deduction,risk,workflow,,migration,Complete structural reorganization requires coordinated migration,High operational risk,,
deduction,risk,agent,DI_Token_Size_Estimator_S3_IMS,tools,UserTools removal may reduce automation capability,Execution failure risk,,
deduction,schema_evolution,workflow,,structure,Major container restructuring from pipeline to workFlowDetail,Breaking schema change,pipeline,data.workFlowDetail
deduction,schema_evolution,workflow,,agents,Agent array restructuring with new field organization,Breaking agent schema change,pipeLineAgents,workflowAgents
deduction,constraint_change,agent,DI_Token_Size_Estimator_S3_IMS,configuration,Agent configuration fields moved to nested agentDetails structure,Configuration access change,,agentDetails
deduction,type_change,agent,DI_Token_Size_Estimator_S3_IMS,llm,LLM configuration simplified from complex object to simple string references,Type simplification,agent.llm,modelDeploymentName
deduction,ambiguity,workflow,,versioning,No explicit versioning strategy defined for migration,Migration planning risk,,
deduction,general_finding,workflow,,compatibility,Backward compatibility broken due to structural changes,Integration failure risk,,
deduction,general_finding,workflow,,governance,Governance model simplified but enforcement capability reduced,Mixed governance impact,,
deduction,general_finding,agent,All_Agents,naming,All agents follow consistent HP naming convention in AAVA 2.0,Improved naming consistency,,
deduction,general_finding,agent,All_Agents,structure,All agents follow consistent agentDetails nested structure in AAVA 2.0,Improved structural consistency,,
deduction,general_finding,workflow,,metadata,Workflow metadata organization improved with cleaner separation,Improved organization,,
