section,category,entity,sub_entity,attribute,description,impact,aava1_ref,aava2_ref
deduction,missing_metadata,agent,DI_SSIS_To_PySpark_Recon_Tester,expectedOutput,Expected output specification removed,Loss of validation enforcement,task.expectedOutput,
deduction,agent_drift,agent,DI_SSIS_To_PySpark_Recon_Tester,description,Task description flattened from nested structure to direct field,Reduced constraint clarity,task.description,description
deduction,field_change,agent,DI_SSIS_To_PySpark_Reviewer,agentName,agentName renamed to name,Low risk rename,agentName,name
deduction,field_change,agent,DI_SSIS_To_PySpark_Reviewer,model,model renamed to modelDeploymentName with version upgrade,Potential behavior variance,model,modelDeploymentName
deduction,field_change,agent,DI_SSIS_To_PySpark_Reviewer,tools,tools renamed to toolReferences,Low risk rename,tools,toolReferences
deduction,missing_metadata,agent,DI_SSIS_To_PySpark_Reviewer,task,task container structure removed,Loss of structured task definition,task,
deduction,missing_metadata,agent,DI_SSIS_To_PySpark_Reviewer,expectedOutput,Expected output specification removed,Loss of validation enforcement,task.expectedOutput,
deduction,agent_drift,agent,DI_SSIS_To_PySpark_Reviewer,description,Task description flattened from nested structure to direct field,Reduced constraint clarity,task.description,description
deduction,type_change,workflow,,workflowId,Workflow ID changed from integer 961 to integer 2598,Potential reference breaking,961,2598
deduction,type_change,workflow,,workflowName,Workflow name changed from DI_SSIS_to_PySpark_Conversion to DI SSIS to PySpark Conversion,Format standardization,DI_SSIS_to_PySpark_Conversion,DI SSIS to PySpark Conversion
deduction,type_change,agent,DI_SSIS_to_PySpark_Converter,model,Model version upgraded from gpt-4 to gpt-4.1,Potential behavior changes,gpt-4,gpt-4.1
deduction,type_change,agent,DI_SSIS_to_PySpark_Unit_Tester,model,Model version upgraded from gpt-4 to gpt-4.1,Potential behavior changes,gpt-4,gpt-4.1
deduction,type_change,agent,DI_SSIS_to_PySpark_Conversion_Tester,model,Model version upgraded from gpt-4 to gpt-4.1,Potential behavior changes,gpt-4,gpt-4.1
deduction,type_change,agent,DI_SSIS_To_PySpark_Recon_Tester,model,Model version upgraded from gpt-4 to gpt-4.1,Potential behavior changes,gpt-4,gpt-4.1
deduction,type_change,agent,DI_SSIS_To_PySpark_Reviewer,model,Model version upgraded from gpt-4 to gpt-4.1,Potential behavior changes,gpt-4,gpt-4.1
deduction,governance_issue,workflow,,expectedOutput,Removal of expectedOutput across all agents weakens governance controls,Reduced auditability and validation enforcement,,
deduction,governance_issue,workflow,,task,Removal of task structure reduces metadata organization,Loss of structured task definition,,
deduction,risk,workflow,,migration,Complete structural reorganization requires coordinated migration,High operational risk,,
deduction,risk,agent,all,model,Model version upgrade may introduce behavioral differences,Execution consistency risk,gpt-4,gpt-4.1
deduction,risk,agent,all,expectedOutput,Loss of expected output validation reduces quality assurance,Quality control degradation,,
deduction,ambiguity,workflow,,agentId,Introduction of agentId field without clear mapping to original structure,Potential integration confusion,,
deduction,constraint_change,agent,all,tools,All agents have empty tool arrays in both versions,No functional impact,tools:[],toolReferences:[]
deduction,semantic_analysis,agent,DI_SSIS_to_PySpark_Converter,description,Core conversion logic and instructions preserved identically,High semantic preservation,,
deduction,semantic_analysis,agent,DI_SSIS_to_PySpark_Unit_Tester,description,Unit testing methodology and requirements preserved identically,High semantic preservation,,
deduction,semantic_analysis,agent,DI_SSIS_to_PySpark_Conversion_Tester,description,Conversion testing framework requirements preserved identically,High semantic preservation,,
deduction,semantic_analysis,agent,DI_SSIS_To_PySpark_Recon_Tester,description,Reconciliation testing logic preserved identically,High semantic preservation,,
deduction,semantic_analysis,agent,DI_SSIS_To_PySpark_Reviewer,description,Review process and criteria preserved identically,High semantic preservation,,
deduction,general_finding,workflow,,,AAVA 2.0 represents a structural evolution with preserved semantic content,Requires migration planning but maintains functional integrity,,
